id,cluster_label,income_amount,total_expenses,spending_ratio,top_category_amount,num_transactions,balance,daily_burn_rate,days_remaining,savings_goal_progress,risk_label,projected_days_left,sustainability_label,cat_food,cat_transport,cat_shopping,cat_utilities,cat_health,cat_entertainment,cat_savings,cat_education,cat_other
258,Impulsive,18097.22,15047.84,0.8315,4933.29,21,3049.38,1157.53,17,0.5419,risky,2.63,critical,2583.65,1228.16,4933.29,1662.17,671.66,3184.43,408.88,268.94,106.66
299,Impulsive,48500.5,39421.21,0.8128,11194.14,17,9079.29,2628.08,15,0.0911,risky,3.45,critical,7114.55,3265.45,11194.14,4620.5,1741.42,7396.55,1178.57,911.34,1998.69
154,Balanced,31419.61,20117.98,0.6403,5863.19,18,11301.63,1183.41,13,0.4974,risky,9.55,critical,5863.19,1697.45,3256.55,3216.5,1394.64,1471.73,2062.67,1064.25,91.0
371,At-Risk,10385.09,12060.21,1.1613,4772.32,39,-1675.12,670.01,12,1.4802,risky,-2.5,critical,1813.1,1400.21,4772.32,863.7,317.22,2442.26,144.08,143.6,163.72
294,Impulsive,11875.34,9771.03,0.8228,2526.78,16,2104.31,348.97,2,0.2309,caution,6.03,on_track,2101.48,878.89,2526.78,977.07,524.89,1949.29,274.19,232.13,306.31
89,Savers,40446.06,7106.37,0.1757,2374.41,11,33339.69,546.64,17,0.2431,safe,60.99,on_track,2374.41,825.47,236.17,1372.05,761.32,78.97,1095.98,555.0,0
328,At-Risk,30333.08,34904.28,1.1507,10640.18,32,-4571.2,11634.76,27,0.641,risky,-0.39,critical,7004.81,4320.81,10640.18,2864.99,876.71,7541.76,321.02,330.69,1003.31
232,Impulsive,13673.79,10624.53,0.777,2614.08,29,3049.26,393.5,3,0.6706,caution,7.75,on_track,2524.51,1123.36,2614.08,1021.35,474.92,1700.3,313.52,238.1,614.39
240,Impulsive,33529.73,25140.59,0.7498,7182.78,19,8389.14,8380.2,27,1.1765,risky,1.0,critical,4236.63,2068.17,7182.78,2279.73,1400.6,3716.3,900.09,539.7,2816.59
214,Impulsive,53014.18,45539.18,0.859,12580.54,26,7475.0,3794.93,18,0.9136,risky,1.97,critical,8081.23,4779.07,12580.54,4707.82,1828.26,8264.72,1639.1,1080.73,2577.71
353,At-Risk,56655.15,58791.05,1.0377,22912.45,38,-2135.9,9798.51,24,0.67,risky,-0.22,critical,8791.27,7381.7,22912.45,3745.35,1592.27,11651.24,644.69,612.33,1459.75
150,Balanced,26020.4,12390.91,0.4762,3213.96,13,13629.49,826.06,15,1.2232,risky,16.5,on_track,3213.96,1088.19,1879.73,1713.41,1169.24,809.15,1298.66,694.9,523.67
90,Savers,20211.33,2775.02,0.1373,879.52,7,17436.31,185.0,15,0.221,safe,94.25,on_track,879.52,319.03,76.09,623.82,233.39,30.67,473.84,253.19,0
94,Savers,36029.72,7332.05,0.2035,1924.5,3,28697.67,431.3,13,0.0653,caution,66.54,on_track,1924.5,782.54,245.16,1628.2,692.32,73.54,1299.27,596.91,89.61
33,Savers,77547.47,18394.26,0.2372,5486.59,11,59153.21,634.28,1,0.8878,safe,93.26,on_track,5486.59,1757.65,644.43,4320.09,2058.79,219.31,3006.56,1671.97,0
12,Savers,31027.73,4883.76,0.1574,1720.36,9,26143.97,305.24,14,1.0936,safe,85.65,on_track,1720.36,502.25,122.89,1062.68,543.98,47.49,822.67,342.32,0
166,Balanced,11969.94,7565.0,0.632,2168.19,12,4404.94,840.56,21,0.678,risky,5.24,critical,2168.19,680.75,1476.84,1283.85,668.5,566.88,753.31,389.96,0
250,Impulsive,57092.4,48608.47,0.8514,13356.65,15,8483.93,3472.03,16,0.3298,risky,2.44,critical,9732.73,5068.05,13356.65,4436.04,2845.24,9400.06,1389.08,1097.43,1283.19
16,Savers,13616.69,1677.58,0.1232,483.9,8,11939.11,1677.58,30,1.0046,risky,7.12,critical,483.9,197.39,53.5,379.35,173.05,17.21,205.31,111.77,56.1
358,At-Risk,8047.85,7280.09,0.9046,2262.06,26,767.76,728.01,20,1.0621,risky,1.05,critical,1282.08,766.36,2262.06,412.52,182.75,1462.79,85.57,77.36,748.6
73,Savers,32741.23,8617.49,0.2632,2648.93,7,24123.74,861.75,20,0.1554,caution,27.99,on_track,2648.93,803.03,296.59,1609.37,811.28,93.79,1378.11,758.42,217.97
91,Savers,37742.56,14089.3,0.3733,4877.09,8,23653.26,14089.3,30,1.0721,risky,1.68,critical,4877.09,1651.53,351.94,2994.13,1350.57,125.37,2006.85,1075.82,0
158,Balanced,43516.07,27532.62,0.6327,6744.32,20,15983.45,13766.31,28,0.5487,risky,1.16,critical,6744.32,2675.68,3973.52,3658.75,2007.32,2084.36,3079.26,1419.22,1890.19
202,Impulsive,9571.61,7694.62,0.8039,1850.23,24,1876.99,284.99,3,0.1733,caution,6.59,on_track,1264.69,869.15,1850.23,807.96,381.7,1156.57,193.63,135.85,1034.84
152,Balanced,42935.3,28088.27,0.6542,8418.8,19,14847.03,1040.31,3,1.1935,safe,14.27,on_track,8418.8,2449.22,5597.11,3415.95,2451.29,2314.57,2482.61,1571.64,0
289,Impulsive,75381.8,61496.47,0.8158,20727.82,23,13885.33,8785.21,23,0.2817,risky,1.58,critical,13494.43,7019.16,20727.82,5368.41,2816.04,10683.73,1945.92,1287.85,0
68,Savers,60971.78,10206.68,0.1674,2852.02,5,50765.1,392.56,4,0.0387,caution,129.32,on_track,2852.02,876.78,260.88,2605.22,817.69,91.89,1750.49,700.48,251.23
389,At-Risk,53023.57,67053.61,1.2646,25035.42,21,-14030.04,2682.14,5,0.1753,risky,-5.23,critical,14454.93,8782.02,25035.42,5486.61,1881.81,16519.51,566.55,664.9,0
365,At-Risk,14259.49,14039.89,0.9846,4892.8,20,219.6,501.42,2,0.5066,risky,0.44,critical,2621.14,1712.12,4892.8,907.21,426.91,2548.85,159.17,137.55,634.14
217,Impulsive,71319.53,58360.77,0.8183,16108.94,20,12958.76,7295.1,22,0.9817,risky,1.78,critical,11011.5,6204.02,16108.94,5972.05,2677.34,9118.23,1730.36,1279.7,4258.63
400,At-Risk,24668.17,27031.38,1.0958,11240.07,27,-2363.21,1351.57,10,0.1953,risky,-1.75,critical,4910.65,2990.34,11240.07,2077.22,687.22,5167.16,230.17,291.32,0
144,Balanced,21111.46,12751.32,0.604,2895.95,8,8360.14,554.41,7,1.1284,safe,15.08,on_track,2895.95,1491.48,2464.56,1744.67,1037.66,949.04,1111.59,726.93,329.44
122,Balanced,33520.92,13572.62,0.4049,2860.16,15,19948.3,646.32,9,0.169,safe,30.86,on_track,2860.16,1619.48,2232.54,2434.19,1104.62,947.77,1595.36,773.93,4.57
121,Balanced,26424.98,11259.68,0.4261,2986.4,8,15165.3,3753.23,27,0.7431,risky,4.04,critical,2986.4,1005.36,2220.24,1925.63,734.06,921.06,1088.98,639.01,0
147,Balanced,71856.13,30819.09,0.4289,8623.35,9,41037.04,1141.45,3,0.4624,safe,35.95,on_track,8623.35,3344.62,4619.99,3983.47,2674.29,2272.88,3377.35,1427.96,495.18
212,Impulsive,66706.48,58748.4,0.8807,16526.51,21,7958.08,29374.2,28,0.3377,risky,0.27,critical,11990.94,5307.71,16526.51,6652.36,2456.14,12002.95,1429.31,963.31,1419.17
176,Balanced,45625.6,26567.79,0.5823,6417.27,11,19057.81,6641.95,26,0.4901,risky,2.87,critical,6417.27,2871.25,3983.44,4043.46,2224.08,1694.2,2454.76,1334.4,1544.93
142,Balanced,14727.39,8344.54,0.5666,1891.98,9,6382.85,927.17,21,0.9748,risky,6.88,critical,1891.98,800.04,1425.75,1204.63,684.92,698.66,742.95,447.94,447.67
231,Impulsive,58285.81,47159.05,0.8091,15145.39,20,11126.76,3627.62,17,1.2778,risky,3.07,critical,8849.87,5355.44,15145.39,4825.96,2818.03,8097.73,1162.7,997.28,0
191,Balanced,16773.11,10068.9,0.6003,2264.64,13,6704.21,10068.9,30,0.4824,risky,0.67,critical,2264.64,1205.89,1844.05,1220.07,767.65,764.98,998.71,560.12,442.79
173,Balanced,19772.01,11185.03,0.5657,3314.4,20,8586.98,1597.86,23,1.2706,risky,5.37,critical,3314.4,1035.51,1723.25,1528.08,746.0,799.67,1163.25,583.32,291.55
307,At-Risk,37028.43,39542.66,1.0679,12881.28,38,-2514.23,3041.74,17,0.6479,risky,-0.83,critical,7302.49,4086.87,12881.28,2960.23,1422.29,9387.57,469.93,435.42,596.58
29,Savers,11113.68,1860.43,0.1674,601.87,11,9253.25,186.04,20,1.1329,safe,49.74,on_track,601.87,183.4,55.02,418.69,217.11,18.84,236.8,127.01,1.69
125,Balanced,9861.58,4467.3,0.453,1305.84,10,5394.28,319.09,16,1.1216,risky,16.91,at_risk,1305.84,516.03,890.91,721.1,377.21,367.83,423.06,198.42,0
100,Savers,8571.12,2420.48,0.2824,591.83,8,6150.64,134.47,12,0.1153,caution,45.74,on_track,591.02,200.15,75.67,591.83,229.11,25.94,346.06,198.85,161.85
184,Balanced,45348.55,19681.27,0.434,5336.88,9,25667.28,1789.21,19,0.2003,risky,14.35,at_risk,5336.88,1647.74,4139.6,3421.34,1586.95,1488.37,1867.75,1170.86,0
80,Savers,9746.85,1267.09,0.13,364.99,11,8479.76,97.47,17,1.1643,safe,87.0,on_track,364.99,105.35,31.57,320.07,139.17,13.35,168.9,112.68,11.01
348,At-Risk,33079.55,32814.91,0.992,9805.06,22,264.64,1312.6,5,0.6238,risky,0.2,critical,6308.49,3174.97,9805.06,2500.41,979.21,5982.61,319.84,392.49,3351.83
275,Impulsive,25622.79,20203.57,0.7885,7104.19,22,5419.22,6734.52,27,0.234,risky,0.8,critical,4438.57,2211.98,7104.19,1806.09,905.95,3185.94,549.23,360.3,0
272,Impulsive,27169.7,22719.3,0.8362,6692.45,25,4450.4,873.82,4,1.4351,caution,5.09,on_track,5385.49,1821.77,6692.45,1976.61,1138.8,3932.37,697.56,454.96,619.29
312,At-Risk,19255.64,21618.31,1.1227,7647.52,20,-2362.67,800.68,3,0.407,risky,-2.95,critical,4523.3,2137.73,7647.52,1332.11,699.53,4290.81,196.41,213.15,577.75
359,At-Risk,8345.55,9185.11,1.1006,3404.98,22,-839.56,1020.57,21,1.4929,risky,-0.82,critical,1827.82,963.23,3404.98,542.87,240.75,2265.8,84.3,97.75,0
235,Impulsive,29572.29,22084.59,0.7468,6605.29,27,7487.7,960.2,7,1.1721,caution,7.8,on_track,5118.11,2422.69,6605.29,2128.26,995.7,4486.98,581.95,374.69,0
169,Balanced,36309.35,23644.65,0.6512,5808.35,12,12664.7,875.73,3,0.3756,safe,14.46,on_track,5808.35,2829.64,4133.12,4249.93,2201.34,1908.13,2177.07,1359.29,0
385,At-Risk,25268.73,23489.81,0.9296,8285.96,36,1778.92,7829.94,27,0.687,risky,0.23,critical,4794.65,2907.52,8285.96,1746.73,785.54,4828.5,233.6,250.48,0
382,At-Risk,76907.15,89919.84,1.1692,29211.8,36,-13012.69,6916.91,17,0.7052,risky,-1.88,critical,17874.61,10805.77,29211.8,6100.34,2216.84,22931.19,853.45,882.08,0
246,Impulsive,8458.89,6342.48,0.7498,2221.35,23,2116.41,528.54,18,0.0371,risky,4.0,critical,1340.68,517.52,2221.35,732.09,302.08,1024.66,212.82,107.23,0
394,At-Risk,14674.06,15233.14,1.0381,6027.37,28,-559.08,761.66,10,1.2514,risky,-0.73,critical,2239.89,1684.6,6027.37,1091.6,450.31,3799.81,123.5,122.01,0
118,Balanced,42023.77,21789.32,0.5185,6091.0,20,20234.45,871.57,5,0.4314,safe,23.22,on_track,6091.0,1981.48,3328.86,3499.31,1659.26,1818.2,2456.42,1287.58,0
114,Balanced,49466.06,24693.46,0.4992,5848.29,15,24772.6,1175.88,9,1.1744,safe,21.07,on_track,5848.29,2641.02,5298.05,3828.03,2209.97,1884.34,2655.08,1000.9,0
298,Impulsive,59699.16,44678.85,0.7484,11239.0,21,15020.31,1718.42,4,0.9626,safe,8.74,on_track,8299.63,3652.54,11239.0,5250.3,1946.78,8553.33,1089.06,753.13,3895.08
81,Savers,31728.55,10978.08,0.346,2945.99,10,20750.47,731.87,15,1.1398,safe,28.35,on_track,2945.99,942.55,286.81,2122.72,1142.77,121.76,1818.11,932.88,664.49
303,At-Risk,69095.03,71540.99,1.0354,23637.23,24,-2445.96,71540.99,29,0.4505,risky,-0.03,critical,14137.19,10163.94,23637.23,4006.69,1746.74,15439.37,653.74,576.99,1179.1
346,At-Risk,34022.02,42500.31,1.2492,17792.35,37,-8478.29,1517.87,2,0.84,risky,-5.59,critical,8920.33,5327.48,17792.35,2987.43,1452.31,9659.47,484.93,350.61,0
383,At-Risk,72279.4,77223.31,1.0684,30270.5,22,-4943.91,4542.55,13,0.4326,risky,-1.09,critical,14572.69,10411.42,30270.5,6358.92,1914.18,20015.68,893.29,759.22,0
111,Balanced,41429.22,16144.97,0.3897,3445.23,12,25284.25,597.96,3,0.6755,safe,42.28,on_track,3445.23,1462.39,2750.07,2328.03,1056.65,927.24,1654.42,762.86,1758.08
9,Savers,17854.41,5831.25,0.3266,1399.9,12,12023.16,215.97,3,0.729,safe,55.67,on_track,1399.9,542.11,161.47,1036.29,683.21,48.0,1007.19,528.39,424.69
196,Balanced,47134.32,23119.38,0.4905,6880.01,17,24014.94,5779.85,26,0.9983,risky,4.15,critical,6880.01,2526.81,4056.4,3661.09,1840.08,1500.08,2503.54,1184.63,0
5,Savers,41129.01,15378.14,0.3739,4096.03,12,25750.87,15378.14,29,0.3189,risky,1.67,critical,4096.03,1429.73,443.11,3746.29,1264.66,127.1,2603.64,1380.36,287.22
269,Impulsive,8642.95,7331.81,0.8483,1887.5,27,1311.14,7331.81,30,0.921,risky,0.18,critical,1226.52,714.23,1887.5,605.34,325.79,1544.53,183.01,119.52,725.37
215,Impulsive,31212.96,24383.56,0.7812,6803.41,22,6829.4,24383.56,29,1.286,risky,0.28,critical,4440.7,2590.63,6803.41,2879.39,1293.04,3997.34,640.32,491.04,1247.69
265,Impulsive,68942.86,49962.89,0.7247,14578.15,27,18979.97,2775.72,12,1.1121,risky,6.84,critical,10706.29,5745.38,14578.15,5391.28,2427.15,8707.99,1761.74,992.11,0
367,At-Risk,57099.24,63471.52,1.1116,18215.95,23,-6372.28,2441.21,4,1.1988,risky,-2.61,critical,9927.07,8511.37,18215.95,4365.14,1653.32,12887.62,657.83,715.4,6537.82
139,Balanced,26087.92,17272.81,0.6621,4562.95,16,8815.11,1919.2,21,0.7859,risky,4.59,critical,4562.95,1720.78,2696.51,2896.62,1199.02,1315.65,1719.21,1007.66,154.41
67,Savers,9592.56,1442.72,0.1504,493.07,5,8149.84,360.68,26,0.1029,risky,22.6,at_risk,493.07,141.66,48.25,338.06,152.45,12.95,224.82,93.32,0
380,At-Risk,9539.52,10918.93,1.1446,4208.2,30,-1379.41,1819.82,24,0.7721,risky,-0.76,critical,1805.49,1369.23,4208.2,787.32,289.2,2592.47,117.25,114.45,0
126,Balanced,64967.0,40506.92,0.6235,11169.18,16,24460.08,5786.7,23,1.3759,risky,4.23,critical,11169.18,4540.01,8240.87,6712.47,3474.32,2944.16,4516.31,2046.01,0
266,Impulsive,58345.21,42247.77,0.7241,14494.63,18,16097.44,3249.83,17,0.9818,risky,4.95,critical,7545.5,4861.48,14494.63,4070.4,1849.63,6945.33,1373.47,942.78,164.55
229,Impulsive,14017.51,11254.66,0.8029,2916.39,26,2762.85,1125.47,20,1.0267,risky,2.45,critical,2649.32,1166.32,2916.39,1261.54,602.89,1957.79,294.59,214.27,191.55
261,Impulsive,14352.16,10561.75,0.7359,3372.72,28,3790.41,364.2,1,0.1918,safe,10.41,on_track,2380.16,984.45,3372.72,892.82,565.1,1836.18,314.19,218.91,0
52,Savers,8898.8,2966.86,0.3334,1049.22,10,5931.94,134.86,8,0.217,safe,43.99,on_track,1049.22,314.22,86.0,562.37,348.03,29.46,407.98,256.85,0
273,Impulsive,75515.54,62058.67,0.8218,19088.02,15,13456.87,4432.76,16,0.1013,risky,3.04,critical,14725.56,6845.0,19088.02,7350.82,3051.86,12376.83,1832.51,1284.28,0
336,At-Risk,53194.16,50092.94,0.9417,20154.55,24,3101.22,2177.95,7,0.6891,risky,1.42,critical,8957.12,5595.99,20154.55,3884.48,1261.29,10184.47,597.56,504.16,0
127,Balanced,8247.03,4610.91,0.5591,1186.25,16,3636.12,307.39,15,0.6802,risky,11.83,at_risk,1186.25,396.51,772.9,697.26,312.25,284.73,476.43,192.82,291.76
197,Balanced,16405.46,9889.21,0.6028,2153.58,13,6516.25,9889.21,30,0.9171,risky,0.66,critical,2153.58,791.85,1923.89,1526.6,902.14,767.24,1015.62,431.58,376.71
134,Balanced,50930.29,24910.0,0.4891,5353.7,8,26020.29,2075.83,18,0.6248,risky,12.53,critical,5353.7,2367.9,4940.1,3696.92,2271.27,1604.72,2697.83,1397.84,579.72
193,Balanced,11056.2,7506.05,0.6789,2238.8,13,3550.15,7506.05,30,1.0552,risky,0.47,critical,2238.8,717.1,1586.29,1347.28,522.11,470.05,695.96,411.05,0
170,Balanced,30974.11,17565.42,0.5671,4611.98,17,13408.69,798.43,8,0.6676,safe,16.79,on_track,4611.98,1915.33,3484.57,2560.23,1175.45,1030.48,1555.19,730.0,502.19
20,Savers,18734.02,3360.88,0.1794,1029.11,12,15373.14,280.07,18,0.1912,safe,54.89,on_track,1029.11,326.37,102.67,594.37,278.99,38.11,581.39,312.31,97.56
330,At-Risk,28124.64,33009.89,1.1737,12123.02,39,-4885.25,1500.45,8,1.4689,risky,-3.26,critical,6120.37,4142.28,12123.02,2307.36,1081.08,8502.86,329.8,370.76,0
25,Savers,72484.57,27522.39,0.3797,7256.12,11,44962.18,1376.12,10,0.4893,safe,32.67,on_track,7256.12,2676.6,701.7,7142.09,3215.46,319.26,4331.73,2345.69,0
306,At-Risk,23448.46,27474.56,1.1717,11238.8,40,-4026.1,13737.28,28,0.0172,risky,-0.29,critical,5499.55,3797.81,11238.8,1872.68,966.09,5644.0,233.04,304.46,0
305,At-Risk,15096.95,17289.03,1.1452,7062.63,38,-2192.08,5763.01,27,0.8929,risky,-0.38,critical,2987.29,2260.23,7062.63,1352.02,450.81,4160.01,195.41,186.0,0
78,Savers,19906.15,6294.32,0.3162,1601.26,8,13611.83,233.12,3,1.1131,safe,58.39,on_track,1601.26,628.77,193.27,1346.34,536.07,67.17,956.45,449.18,515.81
395,At-Risk,38359.36,42724.66,1.1138,17386.85,31,-4365.3,3884.06,19,0.6541,risky,-1.12,critical,6704.13,4159.9,17386.85,3307.41,1278.18,9943.79,507.68,444.15,0
84,Savers,15893.74,3676.22,0.2313,937.89,10,12217.52,245.08,15,0.9147,safe,49.85,on_track,909.59,309.32,95.84,937.89,344.6,33.05,598.71,294.63,152.59
243,Impulsive,19985.32,17361.25,0.8687,5588.92,19,2624.07,723.39,6,0.3825,risky,3.63,critical,3024.23,1509.59,5588.92,1745.74,825.42,2733.74,505.94,355.09,1072.58
377,At-Risk,10920.07,12385.54,1.1342,4472.73,21,-1465.47,884.68,16,0.7563,risky,-1.66,critical,2075.39,1540.82,4472.73,745.25,382.52,3151.88,99.34,147.64,0
98,Savers,42979.59,13968.37,0.325,3490.88,7,29011.22,698.42,10,1.0765,safe,41.54,on_track,3490.88,1354.65,352.44,2987.74,1673.47,130.07,1827.45,1025.29,1126.38
46,Savers,57801.56,5803.28,0.1004,1806.31,12,51998.28,725.41,22,0.2967,safe,71.68,on_track,1806.31,531.87,187.15,1139.59,628.37,67.87,941.17,455.73,45.22
293,Impulsive,68502.23,51815.09,0.7564,17954.05,23,16687.14,4710.46,19,1.1837,risky,3.54,critical,9114.17,4596.6,17954.05,4379.26,2728.49,10683.41,1445.34,898.42,15.35
277,Impulsive,62726.4,46837.8,0.7467,15733.4,18,15888.6,6691.11,23,0.4735,risky,2.37,critical,7696.94,4760.16,15733.4,4688.42,2242.33,8357.69,1509.87,814.9,1034.09
255,Impulsive,41256.92,32151.52,0.7793,9568.11,23,9105.4,16075.76,28,1.3369,risky,0.57,critical,5997.06,3568.52,9568.11,3198.4,1356.04,5660.78,1020.7,535.51,1246.4
18,Savers,11517.08,2320.69,0.2015,789.15,4,9196.39,2320.69,29,0.1731,risky,3.96,critical,789.15,250.96,78.45,533.36,277.3,21.34,369.54,149.11,0
213,Impulsive,15421.75,11533.93,0.7479,3830.52,24,3887.82,1647.7,23,0.9641,risky,2.36,critical,2565.43,1343.25,3830.52,1221.38,600.03,1668.28,277.99,207.83,0
14,Savers,11875.99,4499.81,0.3789,1169.76,10,7376.18,224.99,10,1.436,safe,32.78,on_track,1169.76,447.4,161.2,876.61,432.17,40.77,555.81,342.56,473.53
295,Impulsive,74995.19,53126.59,0.7084,17777.61,19,21868.6,2529.84,9,0.728,risky,8.64,at_risk,12672.5,5961.92,17777.61,5182.43,2330.1,10544.68,1714.45,1002.25,0
26,Savers,29652.95,4676.27,0.1577,1335.06,12,24976.68,467.63,20,0.6975,safe,53.41,on_track,1335.06,514.04,129.28,894.64,480.55,41.34,675.09,424.04,182.23
349,At-Risk,52978.07,62657.16,1.1827,21529.95,35,-9679.09,31328.58,28,1.0682,risky,-0.31,critical,11834.3,8481.49,21529.95,4183.74,1673.5,13366.21,607.72,503.12,477.13
352,At-Risk,28052.19,35505.66,1.2657,10117.18,25,-7453.47,3227.79,19,1.4855,risky,-2.31,critical,5852.15,4685.77,10117.18,2711.04,1092.31,9132.48,292.77,351.24,1270.72
242,Impulsive,43914.76,37867.7,0.8623,9332.73,26,6047.06,7573.54,25,1.1077,risky,0.8,critical,8984.74,3337.03,9332.73,4345.47,2166.37,7480.55,1110.16,674.21,436.44
323,At-Risk,20008.58,24960.7,1.2475,8434.18,28,-4952.12,1313.72,11,1.3608,risky,-3.77,critical,3837.51,2610.54,8434.18,1810.37,812.51,5383.47,219.85,245.08,1607.19
372,At-Risk,61262.63,72565.59,1.1845,22286.39,21,-11302.96,2591.63,2,0.4276,risky,-4.36,critical,11893.7,9353.1,22286.39,6031.66,2154.69,17858.53,631.7,775.04,1580.78
128,Balanced,65970.19,37352.32,0.5662,9983.41,19,28617.87,1383.42,3,0.0904,caution,20.69,on_track,9983.41,3448.62,5437.28,5052.55,2394.15,2319.63,3097.3,1810.61,3808.77
251,Impulsive,51138.64,43329.77,0.8473,11948.91,19,7808.87,1666.53,4,0.8591,caution,4.69,on_track,9130.61,5139.54,11948.91,4969.3,2294.69,9006.63,1537.72,697.14,0
129,Balanced,11944.55,6304.33,0.5278,1374.33,14,5640.22,370.84,13,1.4462,caution,15.21,on_track,1374.33,538.5,1199.02,1032.38,597.91,419.14,729.12,308.73,105.2
274,Impulsive,19092.22,13988.87,0.7327,4224.37,17,5103.35,1165.74,18,0.7148,risky,4.38,critical,3307.47,1584.76,4224.37,1258.02,585.58,2024.19,448.82,315.71,239.95
392,At-Risk,52611.73,49854.88,0.9476,20887.38,24,2756.85,16618.29,27,0.1291,risky,0.17,critical,8773.65,5476.78,20887.38,3916.54,1777.04,12300.41,483.36,577.6,0
233,Impulsive,11922.68,9646.64,0.8091,2356.67,21,2276.04,1071.85,21,1.4255,risky,2.12,critical,1854.81,1090.42,2356.67,1077.25,571.69,1770.5,305.32,223.04,396.94
76,Savers,61163.19,13388.62,0.2189,3807.81,4,47774.57,637.55,9,0.636,safe,74.93,on_track,3807.81,1457.54,346.62,3271.66,1375.06,140.2,1674.88,879.41,435.44
270,Impulsive,62875.26,53557.15,0.8518,13980.16,22,9318.11,5355.72,20,0.0541,risky,1.74,critical,11883.73,4307.52,13980.16,6106.73,3139.26,9618.57,1618.38,940.35,1962.45
262,Impulsive,59867.1,47259.09,0.7894,11659.26,24,12608.01,1750.34,3,0.9098,caution,7.2,on_track,9725.05,4121.06,11659.26,5592.15,2456.87,7684.08,1453.84,763.19,3803.59
249,Impulsive,8711.97,6291.78,0.7222,2197.83,15,2420.19,699.09,21,0.0949,risky,3.46,critical,1420.24,616.88,2197.83,605.13,291.49,1090.68,180.41,106.62,0
208,Impulsive,33534.72,25469.62,0.7595,7558.51,25,8065.1,3638.52,23,1.1186,risky,2.22,critical,5240.68,2448.11,7558.51,2667.43,1365.59,3983.41,734.05,488.16,983.68
296,Impulsive,46621.47,37413.73,0.8025,11419.96,19,9207.74,2494.25,15,0.395,risky,3.69,critical,7682.39,3694.07,11419.96,4291.6,1944.53,6259.5,1284.29,646.61,190.78
183,Balanced,14355.1,9257.6,0.6449,2352.86,12,5097.5,356.06,4,1.4747,safe,14.32,on_track,2352.86,976.1,1795.32,1116.24,691.73,715.15,879.94,506.96,223.3
205,Impulsive,9579.22,7952.67,0.8302,2401.85,20,1626.55,345.77,7,0.1893,risky,4.7,critical,1635.85,948.83,2401.85,683.12,469.09,1472.41,233.72,187.62,0
140,Balanced,11780.75,7142.67,0.6063,1723.09,18,4638.08,7142.67,30,0.7248,risky,0.65,critical,1723.09,812.13,1147.56,1160.19,459.22,501.13,678.04,373.97,287.34
362,At-Risk,38828.23,45157.23,1.163,14328.44,33,-6329.0,2656.31,13,1.1714,risky,-2.38,critical,8663.49,6295.9,14328.44,3255.38,1363.05,10729.58,531.03,449.89,0
256,Impulsive,15369.11,12894.68,0.839,3123.55,23,2474.43,1074.56,18,0.8095,risky,2.3,critical,2140.93,1047.66,3123.55,1331.71,620.27,2327.71,400.77,299.81,1602.27
329,At-Risk,57558.22,59434.62,1.0326,19380.99,36,-1876.4,2201.28,3,1.033,risky,-0.85,critical,12236.24,6304.38,19380.99,3676.23,1467.93,12624.55,611.31,708.31,2424.68
120,Balanced,13472.42,7125.56,0.5289,1496.76,15,6346.86,791.73,21,1.4459,risky,8.02,critical,1496.76,789.73,1028.74,1090.36,667.89,480.22,836.55,410.2,325.11
63,Savers,31958.71,6139.27,0.1921,2182.8,8,25819.44,227.38,3,0.0209,caution,113.55,on_track,2182.8,525.71,218.6,1602.67,702.37,68.87,1003.48,585.43,0
207,Impulsive,11146.2,9138.77,0.8199,2647.8,18,2007.43,2284.69,26,0.8035,risky,0.88,critical,1768.97,946.02,2647.8,1008.33,537.3,1413.5,320.76,187.36,308.73
369,At-Risk,8482.98,7999.45,0.943,2859.62,25,483.53,275.84,1,0.1211,caution,1.75,on_track,1552.96,1123.38,2859.62,457.09,201.58,1716.7,91.11,83.59,0
174,Balanced,25465.35,14303.89,0.5617,3421.13,9,11161.46,1100.3,17,0.0181,risky,10.14,critical,3421.13,1514.02,2866.98,2397.71,1025.0,955.57,1282.25,754.7,86.53
102,Balanced,39803.39,16892.56,0.4244,3670.17,16,22910.83,1407.71,18,0.4499,risky,16.28,at_risk,3670.17,1833.43,3645.46,2848.61,1604.15,1412.62,1802.67,915.42,0
187,Balanced,56967.92,36094.87,0.6336,7548.21,14,20873.05,18047.44,28,1.1221,risky,1.16,critical,7548.21,3245.97,6122.18,5443.38,3092.24,2284.25,4317.92,1466.23,2574.49
378,At-Risk,46091.31,50387.02,1.0932,17299.97,29,-4295.71,2290.32,8,0.1361,risky,-1.88,critical,10235.27,6187.9,17299.97,2839.2,1651.76,9934.56,594.55,429.84,1213.97
87,Savers,23218.77,4560.17,0.1964,1281.44,11,18658.6,1520.06,27,0.7898,risky,12.27,critical,1281.44,504.57,152.57,879.64,547.22,45.74,589.61,335.01,224.37
53,Savers,21296.81,5428.56,0.2549,1865.71,7,15868.25,1809.52,27,1.4984,risky,8.77,critical,1865.71,494.27,183.74,1332.82,524.39,49.57,955.72,435.63,0
206,Impulsive,37489.0,30366.09,0.81,7826.72,25,7122.91,15183.05,28,0.6872,risky,0.47,critical,6856.82,2817.67,7826.72,3312.46,1704.96,5673.7,760.5,621.01,792.25
290,Impulsive,8608.6,7320.75,0.8504,2004.81,28,1287.85,366.04,10,0.7476,risky,3.52,critical,1740.78,714.04,2004.81,588.06,306.04,1120.1,176.99,129.85,540.08
